block,tenure_height,txs,read_count,read_length,runtime,write_count,write_length
170295,170295,96,14312,21107322,525836865,885,122836
170294,170294,49,12781,26964953,138779185,1228,122510
170293,170293,37,14504,18792159,233538731,821,78992
170292,170292,102,14982,27070468,230625513,1286,113986
170291,170291,54,2683,2882729,72602221,176,15047
170290,170290,61,13596,19552680,182706235,901,66861
170289,170289,79,14755,19655210,193195753,899,71512
170288,170288,45,14802,7481687,243828785,480,54209
170287,170287,86,14991,27165081,247323591,1061,102766
170286,170286,94,13886,18256314,355768469,705,90339
170285,170285,111,14052,27951500,165303257,1307,106019
170284,170284,136,14873,23166089,411071202,1069,108282
170283,170283,56,14325,21136534,161125108,805,66506
170282,170282,93,14755,27186243,216578896,980,88162
170281,170281,130,14115,27215037,249868564,770,74593
170280,170280,30,9532,17382517,116678867,704,56903
170279,170279,41,12453,21209600,122072727,815,87566
170278,170278,48,4812,6218600,67135107,319,19057
170277,170277,31,12832,26394858,148127034,895,82626
170276,170276,75,12127,14803375,169582264,696,54534
170275,170275,115,14060,27413706,240546222,754,60945
170274,170274,58,14550,24004919,127513745,1090,93228
170273,170273,103,10131,14266352,220207323,704,48560
170272,170272,33,13919,22916529,129264689,940,83233
170271,170271,50,14920,23974778,215322140,770,72034
170270,170270,78,13844,24150306,150474294,892,101309
170269,170269,88,5129,11402159,100381130,504,37854
170268,170268,40,14598,24986376,126387501,1011,91351
170267,170267,6,75,108325,586659,16,596
170266,170266,23,14664,25333715,141688642,1034,91193
170265,170265,59,2887,5995153,91882917,254,27552
170264,170264,70,14649,24737789,226305601,1174,110004
170263,170263,11,4397,8234427,40347522,255,24993
170262,170262,65,14625,28235171,170789520,1033,105987
170261,170261,46,14797,31440707,172540856,1158,125928
170260,170260,57,14129,23616522,243972778,828,64908
170259,170259,32,14741,27192123,172104671,888,89935
170258,170258,41,13846,15602329,179694757,576,46941
170257,170257,53,14820,24352287,299280987,1194,122942
170256,170256,80,14191,17180082,70808144,3235,119219
170255,170255,130,14770,24577607,297536953,988,97579
170254,170254,122,14221,18690836,500877434,1321,124576
170253,170253,18,14430,30720961,130861158,1115,105420
170252,170252,153,14312,19525665,178983811,933,63590
170251,170251,71,14586,30019571,114549892,1199,111782
170250,170250,58,14386,25488242,127219353,1076,92817
170249,170249,95,14803,32342584,214637173,1370,104283
170248,170248,75,13550,23324625,132282562,980,83090
170247,170247,70,3625,3380121,43590836,221,10999
170246,170246,96,14873,32113269,265963075,1412,117919
170245,170245,41,14968,23438035,140792604,922,97226
170244,170244,142,14984,31254963,139487943,1153,103355
170243,170243,33,14314,20702466,180943103,919,72467
170242,170242,45,14044,31448322,113202973,1102,106542
170241,170241,73,12872,18635104,171313684,731,63218
170240,170240,111,14681,28061890,168862609,953,93951
170239,170239,86,14927,15571897,259719397,892,79231
170238,170238,48,11936,15872466,170072931,533,61184
170237,170237,27,14229,24413917,210830115,1009,94208
170236,170236,71,14848,32215526,207129151,1260,104496
170235,170235,39,14083,24667553,199075116,1046,84804
170234,170234,58,14916,19977412,176878971,796,74634
170233,170233,25,13835,25193010,105738905,1021,101366
170232,170232,77,12470,15118017,166838887,721,47625
170231,170231,147,14842,20195708,466162587,883,102822
170230,170230,71,14022,22543044,838826924,1503,219488
170229,170229,53,12012,20588012,288387087,951,122022
170228,170228,93,14639,20060560,342271420,574,65571
170227,170227,61,14091,22140506,188184477,951,76033
170226,170226,74,14824,19761430,269210127,870,88573
170225,170225,98,14799,11000787,396423809,670,74759
170224,170224,20,13547,24467103,136127461,848,90135
170223,170223,40,14149,21746887,165103622,840,69666
170222,170222,35,14509,25615382,206145476,966,108264
170221,170221,42,13980,19050440,318970979,955,100122
170220,170220,18,12940,25732262,126445925,1002,102046
170219,170219,42,13118,17480470,146676817,769,65791
170218,170218,42,14797,22941013,172880981,954,97828
170217,170217,2,0,0,0,0,0
170216,170216,38,13999,6989845,252548752,270,27287
170215,170215,32,14398,15076044,202042976,656,55980
170214,170214,36,14771,25341813,127911463,999,101757
170213,170213,172,13962,26401907,244469185,1157,114412
170212,170212,52,14133,19427671,164914283,829,77499
170211,170211,61,14916,22755149,164349945,765,70641
170210,170210,81,14981,30719217,142069919,1207,128343
170209,170209,151,14932,25321518,234490718,981,93610
170208,170208,43,13522,26753081,123165080,965,85965
170207,170207,60,4052,9012629,39719079,410,38484
170206,170206,52,14809,4781466,244740030,254,18294
170205,170205,92,7633,7563782,228960036,473,34252
170204,170204,33,4773,4999027,67901317,280,20919
170203,170203,57,14564,6635822,250879847,330,24335
170202,170202,39,9148,4438575,139651018,242,13717
170201,170201,87,13904,9629368,211045670,510,39378
170200,170200,79,14781,22541866,180846750,882,94273
170199,170199,91,14579,26317030,204336854,1285,100521
170198,170198,60,7894,13356029,93751370,625,38172
170197,170197,139,14825,15480496,200215502,799,54784
170196,170196,48,3106,4239915,56267913,192,15495
170195,170195,71,14739,28776392,227034892,1142,114262
170194,170194,62,12163,19948374,155721362,703,69269
170193,170193,71,14202,22540998,227984599,1194,101586
170192,170192,44,14291,33525662,313040935,1072,131880
170191,170191,44,14275,15662125,199100061,645,57546
170190,170190,86,13987,16207840,246036109,537,51957
170189,170189,28,9177,16101977,113871554,715,60422
170188,170188,31,13923,22532399,172109468,852,77857
170187,170187,37,12451,20568269,116356082,921,77490
170186,170186,63,13838,22596385,135764251,905,75438
170185,170185,169,13697,29036667,221590563,922,83907
170184,170184,27,13583,25380753,171043691,807,71457
170183,170183,70,11909,21616459,252458221,841,84659
170182,170182,54,11746,21202495,122641863,936,78676
170181,170181,37,10102,17884518,118692364,794,68520
170180,170180,33,7754,14253304,89105994,608,48241
170179,170179,46,12027,16634534,182159285,798,63561
170178,170178,33,5768,8918376,82884265,337,26284
170177,170177,65,14887,24943117,182531144,1176,96175
170176,170176,12,5622,9610440,40094585,393,27258
170175,170175,33,14346,26601589,142509096,929,80865
170174,170174,37,14265,15816558,206131036,803,80401
170173,170173,73,14268,26860898,143550947,1001,85210
170172,170172,87,14429,17822253,191217430,698,60392
170171,170171,60,14708,23403212,157655247,1077,105746
170170,170170,152,14922,29973284,295268160,1315,136976
170169,170169,24,14059,16189297,161217779,753,61610
170168,170168,53,14238,14020646,180771258,824,79711
170167,170167,61,14625,22591945,198969758,782,84641
170166,170166,41,13949,12044048,191126763,575,44954
170165,170165,35,14527,15110638,177883121,702,67918
170164,170164,1,0,0,0,0,0
170163,170163,66,14748,26013677,155500873,1134,94319
170162,170162,33,12285,24115844,151892025,945,91292
170161,170161,45,13061,21053179,250783505,808,69204
170160,170160,54,13982,16827936,109614808,1062,57489
170159,170159,21,12811,21014064,115311982,874,79295
170158,170158,17,14748,20277354,153336098,796,78985
170157,170157,24,14507,15337160,179554755,672,58624
170156,170156,28,13946,20598495,155863689,893,93053
170155,170155,27,14635,21416491,278522861,1031,106607
170154,170154,71,14909,13824129,219099939,756,69550
170153,170153,42,14162,12569339,242503095,582,57030
170152,170152,166,13173,21500799,377972675,1092,108968
170151,170151,53,14204,17447398,234516524,819,85748
170150,170150,60,3328,3838091,39272372,319,25710
170149,170149,67,13801,15972765,167229426,818,61608
170148,170148,60,3849,4723503,67912740,334,21661
170147,170147,135,14947,29627965,128989320,1131,106124
170146,170146,113,14923,31831387,192952243,883,95448
170145,170145,68,5629,9210318,52487396,458,34534
170144,170144,22,2162,3541662,44262047,87,13110
170143,170143,73,14893,9714956,261546502,436,37837
170142,170142,162,14953,15803173,183067102,885,62065
170141,170141,37,14108,23118775,240571274,1052,108651
170140,170140,23,13949,28127956,97339374,1078,107585
170139,170139,30,13934,23517435,124196530,959,86462
170138,170138,35,13567,22530881,144549543,937,91408
170137,170137,63,14523,19048473,198193415,802,75289
170136,170136,58,5640,5902989,104284249,411,47159
170135,170135,63,14485,27161955,118401526,1138,105121
170134,170134,62,14743,22413061,183695532,1003,88275
170133,170133,52,3476,8516291,56614521,363,33337
170132,170132,84,7256,9293603,61085057,781,31945
170131,170131,43,12094,19483186,111331819,870,70320
170130,170130,42,1828,4453917,18265099,157,11065
170129,170129,75,5034,12162708,57654944,488,34240
170128,170128,51,14160,23646929,156651090,1019,98421
170127,170127,146,10535,18116390,185602643,944,76526
170126,170126,44,14431,21929959,212159901,946,80214
170125,170125,46,12385,21948911,121707051,985,98725
170124,170124,26,11997,20432163,103049629,988,86582
170123,170123,18,12125,21871077,95805156,911,85128
170122,170122,100,14833,28687735,190135024,1159,104032
170121,170121,31,14335,28304485,101762751,1180,111254
170120,170120,21,12228,19854823,112632828,827,74720
170119,170119,54,12140,27946728,327096546,1089,329936
170118,170118,42,13685,32191963,164570557,1086,268854
170117,170117,102,13715,36005705,185286727,1180,364301
170116,170116,48,13180,17485110,140644203,894,83680
170115,170115,145,9557,20170355,119012078,1090,75403
170114,170114,86,13966,42083325,205260046,1161,451530
170113,170113,33,13078,20940634,121316282,938,80696
170112,170112,69,13364,25326458,289729537,1130,130526
170111,170111,63,12552,20844711,111809692,840,75681
170110,170110,71,13981,26817355,116968675,1017,100477
170109,170109,38,14298,19701770,150452175,874,68506
170108,170108,77,13168,18149260,355757797,879,138138
170107,170107,47,14851,17775306,275716945,952,93875
170106,170106,92,12540,15263933,184554691,1800,108059
170105,170105,42,12451,21133291,115020649,949,83446
170104,170104,1,0,0,0,0,0
170103,170103,39,13972,23173291,138442821,980,88626
170102,170102,26,12172,23941750,81232800,963,92311
170101,170101,68,14748,23470044,147089127,913,103122
170100,170100,132,8790,14345691,99662985,664,43170
170099,170099,187,13946,22611595,298008868,1328,118987
170098,170098,144,9228,9402925,261554030,633,37430
170097,170097,84,13165,21554967,193210422,876,74396
170096,170096,53,12550,8422657,220173202,432,26701
170095,170095,48,13839,15292177,202369830,716,53467
170094,170094,88,14830,23961017,161074374,1238,98679
170093,170093,92,14717,20201983,97534941,2620,46609
170092,170092,82,14429,18840127,76425444,3045,57238
170091,170091,81,14873,19856895,278925238,928,92194
170090,170090,54,5799,14890964,120399633,455,41836
170089,170089,60,14789,15220095,219850762,928,98141
170088,170088,96,6403,9525450,291696672,723,81212
170087,170087,64,5603,10707667,390300416,713,100494
170086,170086,51,14265,29420610,110841662,1172,113045
170085,170085,85,13919,27984460,106650949,1169,104474
170084,170084,99,14802,25685733,154005515,1233,92782
170083,170083,93,14970,25747661,244528419,992,111263
170082,170082,111,9520,14468411,426460831,828,91602
170081,170081,59,4603,12423148,112687642,417,38848
170080,170080,33,3670,5269493,37771301,292,24767
170079,170079,133,9087,16770396,206269945,785,68294
170078,170078,129,14913,29438287,172917803,1299,93722
170077,170077,73,5668,10773458,61286789,709,43918
170076,170076,56,3430,7780320,33925389,293,26656
170075,170075,44,3756,7356442,196134877,451,53394
170074,170074,82,6980,14229963,88528813,583,45243
170073,170073,38,3487,4930737,40465366,272,19729
170072,170072,44,4270,7838644,88508669,422,47332
170071,170071,97,7804,13885966,94003184,648,51146
170070,170070,131,14912,24937225,184195878,929,78462
170069,170069,166,14763,25597679,207347215,765,73603
170068,170068,89,7442,17320489,189654625,576,62844
170067,170067,23,14551,26521495,116740805,1103,101364
170066,170066,20,14150,20756358,143143351,882,80832
170065,170065,55,14300,24568984,156343555,953,82385
170064,170064,61,12986,21244796,118922901,1010,81322
170063,170063,96,14791,24383727,622027756,1416,153770
170062,170062,42,14696,24296025,127723885,1061,91790
170061,170061,36,14715,26653524,138503748,969,91873
170060,170060,84,14196,19474577,499565419,964,133919
170059,170059,25,12081,22996366,161511112,879,82280
170058,170058,118,14461,33143389,164947041,1258,108627
170057,170057,57,12548,20035250,353204865,1017,105215
170056,170056,23,14426,26645481,108155841,1056,102370
170055,170055,48,12357,17642472,127289035,841,108937
170054,170054,80,14645,20395299,222827540,789,72739
170053,170053,48,13347,24624759,128004641,961,90137
170052,170052,31,14693,10414179,224542723,363,37075
170051,170051,74,9000,18684560,90591515,637,51322
170050,170050,57,14838,2725996,255503353,149,9819
170049,170049,76,14351,12190458,314961103,591,56877
170048,170048,51,12841,17576174,160787823,826,64574
170047,170047,38,13499,24772241,164200269,1001,98442
170046,170046,70,12480,17121210,137033840,848,108639
170045,170045,24,13863,16837278,168811829,687,71117
170044,170044,87,14947,23390676,271464049,1037,131927
170043,170043,90,14411,27025099,237285933,1341,136067
170042,170042,147,12153,22427999,266527317,846,87885
170041,170041,68,6944,9599464,83542163,432,34631
170040,170040,66,6339,8839046,85978773,553,31432
170039,170039,75,13427,21959330,142494179,1023,78791
170038,170038,68,14208,23352543,146913912,1012,93990
170037,170037,45,12769,22710695,102426629,1028,85425
170036,170036,102,12804,21043518,160715671,998,181757
170035,170035,1,0,0,0,0,0
170034,170034,83,14194,24058281,350431490,1073,122539
170033,170033,34,13744,21993889,306556810,1085,115990
170032,170032,56,12056,17306589,136170120,1180,137026
170031,170031,48,14204,20870709,178269875,869,71821
170030,170030,54,12790,16684691,185848336,844,79141
170029,170029,70,7967,16471765,302320674,644,46901
170028,170028,105,14987,19322289,275074205,852,72513
170027,170027,58,14787,24019822,216888227,874,74026
170026,170026,72,14958,12796231,301077113,684,56633
170025,170025,24,5466,7353243,71846012,315,22050
170024,170024,117,14962,23793398,215032485,1205,104693
170023,170023,47,15000,16127986,187770447,762,103051
170022,170022,44,13959,30766507,190774986,704,75113
170021,170021,47,14020,26339506,138660799,1108,111651
170020,170020,45,3825,4592096,66274380,363,29143
170019,170019,59,14296,23850617,207941340,907,85823
170018,170018,61,14407,26691760,324588040,1338,125561
170017,170017,53,14835,32084221,166132691,1066,91917
170016,170016,147,13969,31049805,166398090,1258,102885
170015,170015,95,14413,28832836,161281216,1115,106582
170014,170014,48,6369,12999485,83723209,452,48625
170013,170013,135,14964,32682925,176361528,1306,109768
170012,170012,112,12815,28657962,153516758,1280,103493
170011,170011,60,3772,7853863,205116177,388,57728
170010,170010,107,6809,13822425,91271476,748,59711
170009,170009,49,12109,21302906,124358711,800,72808
170008,170008,146,14921,29090393,175986619,1286,102560
170007,170007,74,13373,25111775,190906942,973,89883
170006,170006,83,12321,20242394,179641524,929,66421
170005,170005,80,6974,15418067,84152050,624,48476
170004,170004,62,13210,24676318,97991637,995,93833
170003,170003,68,14994,30581584,131050116,1159,107417
170002,170002,32,14099,28069408,97786241,1148,109399
170001,170001,96,14314,25965295,283310661,1085,201894
170000,170000,25,14864,26929358,114688481,1120,105473
169999,169999,34,14193,23068410,126598069,1049,86861
169998,169998,28,14464,28121402,93889906,1150,106948
169997,169997,40,14704,23260645,146654564,931,86250
169996,169996,57,13182,27178551,111846225,1163,102468
169995,169995,105,12267,20127859,149220281,2961,178077
169994,169994,40,12582,24162318,127356770,966,90429
169993,169993,63,13415,22675314,325042156,1035,110526
169992,169992,40,13322,26933720,94613201,1026,90131
169991,169991,72,12792,19972054,156692340,843,76331
169990,169990,170,13769,20195451,154673371,3154,182107
169989,169989,61,12195,17673113,154552683,899,73292
169988,169988,57,3415,6082072,110112411,449,44277
169987,169987,112,14878,21393350,253266089,1234,117967
169986,169986,64,5668,9486400,56525286,410,29491
169985,169985,78,12011,15213712,163144017,1108,76860
169984,169984,21,14288,7003676,236404605,357,22649
169983,169983,37,14892,11932486,219733095,609,40352
169982,169982,69,5228,8528547,89152595,463,33045
169981,169981,82,13923,16968816,190247782,628,48468
169980,169980,63,13743,19777952,161139949,1001,83755
169979,169979,67,14879,44637453,227355153,766,87548
169978,169978,112,14819,24619712,157655356,1027,75442
169977,169977,58,13929,38922181,161591680,2631,169718
169976,169976,61,13588,49024027,167115114,768,95348
169975,169975,108,8184,14503454,122204183,644,47856
169974,169974,56,5445,8128301,74405904,385,27076
169973,169973,74,14973,37688779,147651320,1095,96417
169972,169972,104,6291,14010045,106421809,606,50166
169971,169971,39,14116,11730735,193125916,671,48526
169970,169970,54,4275,5469924,117060227,350,20782
169969,169969,43,14457,10007925,205034942,579,38307
169968,169968,46,14247,4337990,223363026,344,13545
169967,169967,39,14554,7974296,216443573,442,29944
169966,169966,76,13966,14689205,210560486,609,43403
169965,169965,147,14833,25377117,171388005,1081,91199
169964,169964,85,14783,24849627,167760954,1179,107555
169963,169963,80,13924,17618730,213690812,963,79656
169962,169962,101,14472,26961634,242840815,991,96191
169961,169961,94,14228,51574157,232957296,679,101587
169960,169960,2,0,0,0,0,0
169959,169959,65,14813,62093094,153034948,766,102649
169958,169958,88,8789,15325218,88983467,617,41412
169957,169957,137,14820,43957307,207651568,1085,122417
169956,169956,168,14927,42038211,140580877,1105,115840
169955,169955,2,0,0,0,0,0
169954,169954,84,14816,53723079,132071737,961,105052
169953,169953,41,14847,2508090,257895066,141,11842
169952,169952,52,14871,33689040,174799215,754,77626
169951,169951,201,14937,23870932,255492739,1377,98382
169950,169950,73,14831,33534276,182804085,923,78872
169949,169949,254,14939,30957131,253491509,1065,88963
169948,169948,53,15000,76003518,177424573,547,104471
169947,169947,63,14737,40338871,177378506,850,87153
169946,169946,106,8009,12041004,415665363,950,102959
169945,169945,104,14991,35112620,836573560,1455,218437
169944,169944,41,14929,38835903,299203211,1111,139173
169943,169943,97,13729,28256589,122584973,1121,102013
169942,169942,52,14658,29416562,186138343,1201,116118
169941,169941,76,14993,23574591,144842863,2030,123525
169940,169940,36,3428,7450335,19860731,266,19251
169939,169939,109,14805,18872215,179870779,991,82521
169938,169938,73,14720,8479796,218319275,492,31048
169937,169937,44,14721,6135579,455602025,392,66973
169936,169936,82,14467,5968688,269123443,352,23089
169935,169935,171,13880,30457349,211352445,883,53498
169934,169934,80,14991,22818242,401484937,1100,113791
169933,169933,2,22,14877,80489,6,39
169932,169932,79,14376,38307792,212936353,843,82152
169931,169931,189,14841,36056078,235990591,1173,94506
169930,169930,81,10981,33281616,134367995,744,71835
169929,169929,72,8511,28779719,315529760,677,91212
169928,169928,53,4715,10852021,48545553,493,43857
169927,169927,66,14940,19804525,253618067,478,49910
169926,169926,52,7285,20372653,249197564,488,71766
169925,169925,172,13469,40442470,321993040,1056,90945
169924,169924,83,8762,23889601,183360608,751,71331
169923,169923,10,3026,4179789,142309762,240,712359
169922,169922,114,14505,7093544,305713426,541,36387
169921,169921,36,5565,4309216,76562628,233,13538
169920,169920,57,9905,8390658,191637197,401,34145
169919,169919,29,14176,1215215,259655375,84,6672
169918,169918,46,8732,25730968,159383571,290,33477
169917,169917,35,3004,5819210,45577266,384,23860
169916,169916,106,13214,34113915,364732430,1181,120700
169915,169915,27,13058,14736344,155857084,665,57316
169914,169914,62,12732,16917216,185018887,637,47989
169913,169913,28,12341,19423359,111322162,917,87247
169912,169912,104,13744,17966042,174115869,858,121245
169911,169911,56,10981,18275215,141813384,673,40526
169910,169910,66,14775,2120180,287252988,156,13492
169909,169909,75,14527,21815887,236732839,508,47576
169908,169908,70,14862,35322487,225129380,717,74471
169907,169907,62,14886,27371129,252513220,579,58663
169906,169906,44,14670,17247229,255144375,197,29299
169905,169905,32,14348,8196755,216611308,415,30161
169904,169904,39,14563,19219387,247467305,427,36382
169903,169903,34,14473,11496125,210704107,555,38482
169902,169902,52,14257,24557356,288382719,355,41578
169901,169901,62,13865,23181357,308629201,1114,143199
169900,169900,53,14736,10503943,250552039,454,37592
169899,169899,61,14646,27233258,252417287,604,60245
169898,169898,73,14815,27416743,194693533,1245,127228
169897,169897,151,14978,26497163,220416433,1039,87034
169896,169896,46,14956,36695086,284252104,286,47747
169895,169895,78,14056,5548812,417243445,284,43586
169894,169894,65,14949,26564670,185294129,1064,88815
169893,169893,35,11398,4238601,180870964,210,18113
169892,169892,86,13662,25369873,144318090,1039,93691
169891,169891,57,14936,23936253,330683460,554,68480
169890,169890,77,6424,11531279,74467841,586,40906
169889,169889,99,14646,27654836,162904689,1133,89668
169888,169888,24,3271,4387520,141065565,264,17231
169887,169887,41,4644,9081759,198329530,464,57173
169886,169886,28,3487,10168944,283259881,277,47637
169885,169885,104,14768,26456408,265169501,1072,72567
169884,169884,59,14406,47621979,293431938,313,54106
169883,169883,29,5008,5427058,79385821,285,19909
169882,169882,29,11182,4392304,247412893,179,18447
169881,169881,82,11869,27291672,283622453,597,61630
169880,169880,77,14800,39932545,192545707,1103,99023
169879,169879,141,11798,25581105,335924511,1219,91698
169878,169878,89,14993,15729559,236954453,574,47871
169877,169877,84,14309,15817257,338410891,672,76195
169876,169876,40,14017,27381931,272874218,1262,125501
169875,169875,104,14935,29470224,207658398,1207,110158
169874,169874,67,14947,22562258,247323529,651,64161
169873,169873,76,11568,18731755,139647993,742,64194
169872,169872,82,14952,17169541,267728654,587,58173
169871,169871,76,14913,17166535,206219224,755,63925
169870,169870,40,14053,8261774,219750239,412,38979
169869,169869,62,14110,10507597,212977382,539,42015
169868,169868,115,14571,20346332,247487053,732,75894
169867,169867,131,14655,12059162,193053251,859,51145
169866,169866,138,14959,19660757,227417582,794,67816
169865,169865,220,14899,23673386,322272627,1295,90290
169864,169864,15,12890,25823927,85236973,995,99628
169863,169863,59,14996,24380580,176245606,1095,82305
169862,169862,141,11083,13275654,182747442,640,43226
169861,169861,126,9574,13222104,113464222,998,59282
169860,169860,206,12528,24503993,583442283,1254,131745
169859,169859,45,13995,27832773,177837975,1210,108751
169858,169858,64,14692,22332204,317909062,1089,114782
169857,169857,145,7903,17235795,75087516,706,40328
169856,169856,78,5609,7092024,71542668,388,28585
169855,169855,47,5035,9028284,112670378,376,26952
169854,169854,373,14351,26748656,131267243,1700,104832
169853,169853,23,14890,27892378,112234838,1099,108985
169852,169852,53,12662,23114149,122700156,1025,100445
169851,169851,100,3635,6449056,41142247,522,29150
169850,169850,56,3716,4871939,71266379,336,18684
169849,169849,176,8529,15266257,111418462,849,60360
169848,169848,43,11950,20956170,265774828,997,109000
169847,169847,30,14770,29597604,114316268,1014,99172
169846,169846,47,12061,22151237,95878557,949,78820
169845,169845,84,14574,26149135,136517389,1242,104688
169844,169844,65,12175,19264140,122115887,905,100877
169843,169843,50,13362,26265709,94847884,1161,108743
169842,169842,43,14611,26494954,201034174,1134,116680
169841,169841,60,13173,23845679,107986477,1091,90798
169840,169840,52,4874,3593380,97964894,222,19536
169839,169839,21,12568,22435822,96746943,938,85077
169838,169838,37,14148,26047669,111761856,1045,98554
169837,169837,53,14209,23707323,175253058,1011,89779
169836,169836,41,3156,7276317,59568236,307,22462
169835,169835,43,14758,25997595,127576477,1050,95066
169834,169834,83,14763,25310299,135700167,1029,94039
169833,169833,66,13060,30551615,118348453,935,93805
169832,169832,86,14041,23387089,145549054,1047,89487
169831,169831,62,14329,5495002,271733989,337,109793
169830,169830,87,14247,14115043,263822291,793,60728
169829,169829,46,14316,13960978,177749261,2636,162560
169828,169828,102,14929,28095851,189725927,1003,86186
169827,169827,116,10360,18571877,137440077,929,96518
169826,169826,91,8209,15407938,110312319,597,49285
169825,169825,86,8161,11349691,178963353,738,53919
169824,169824,117,14908,26714494,139417510,1090,96806
169823,169823,157,12600,23109614,146591977,1144,80376
169822,169822,132,14788,15918811,250674637,881,62919
169821,169821,44,14041,10360152,216675841,438,47634
169820,169820,68,14757,38249798,175453795,670,60393
169819,169819,29,2015,1779152,29366643,134,7431
169818,169818,118,14638,22833643,193123479,1172,92547
169817,169817,64,14916,21925563,218480293,889,70175
169816,169816,67,14018,14480345,191393302,1356,49653
169815,169815,45,13989,17182526,194501443,538,48072
169814,169814,94,14666,9280966,298553049,568,40032
169813,169813,32,14855,10038534,222418001,415,38056
169812,169812,38,13866,4956521,227473493,317,22167
169811,169811,41,13976,11594823,381030237,665,82492
169810,169810,51,4971,10060039,61474432,384,32187
169809,169809,30,4236,8641422,46181321,408,32950
169808,169808,44,14342,12247111,358897260,677,70818
169807,169807,56,6849,12326429,81110058,526,43945
169806,169806,64,14515,21261322,197808370,741,74135
169805,169805,32,14238,8344994,255166763,415,42048
169804,169804,54,14880,6921925,318315500,371,37832
169803,169803,80,14441,29106671,195495662,956,84199
169802,169802,33,14451,8351997,245747305,285,27508
169801,169801,98,13983,16298131,207182990,864,68523
169800,169800,92,14139,44946839,322427026,1175,123312
169799,169799,98,13887,30297094,134937322,1295,93537
169798,169798,126,14972,39938955,242295368,972,95207
169797,169797,95,14986,10571510,399221048,609,85954
169796,169796,152,9841,24158642,113419274,891,73835
169795,169795,74,14933,28184061,273459933,487,50435
169794,169794,35,14613,5653443,242464419,2437,115538
169793,169793,88,4809,10536590,68394297,514,42522
169792,169792,74,14008,17582843,394214183,812,109010
169791,169791,54,14551,10159902,279719701,455,38185
169790,169790,50,14187,11256881,242448791,515,60939
169789,169789,143,11802,25216951,206458947,1162,109435
169788,169788,54,14141,23470434,238051797,693,71103
169787,169787,126,13669,27933397,205800036,1276,110681
169786,169786,103,9461,14379166,274349312,892,82340
169785,169785,79,14461,21353614,167995668,927,69843
169784,169784,55,4207,8831943,58451405,430,33740
169783,169783,104,12235,26912181,275969109,781,78415
169782,169782,114,14527,15753606,216708548,854,61729
169781,169781,77,14205,10478055,236708442,604,60849
169780,169780,124,14648,29815310,232204389,1353,115505
169779,169779,71,14210,25748366,153997990,1053,102586
169778,169778,81,14722,31040443,116791712,1326,124566
169777,169777,104,14883,38062075,264994159,1002,124760
169776,169776,73,14912,20783792,339828560,1040,98148
169775,169775,108,13920,8874537,295695114,561,47401
169774,169774,103,14997,17308681,261521275,932,80018
169773,169773,73,9102,25992006,126214389,605,49918
169772,169772,124,10560,17407967,110571508,806,64456
169771,169771,116,12028,17185425,149094925,989,63384
169770,169770,139,14971,21707780,397413082,949,101198
169769,169769,152,3579,8144540,32023518,366,22702
169768,169768,41,14680,8926648,249697652,451,35094
169767,169767,116,14214,5731168,236705267,342,40397
169766,169766,107,14831,21193104,172916447,688,59482
169765,169765,29,14089,6977664,229782703,272,23807
169764,169764,25,14822,7273606,241329570,332,30185
169763,169763,107,12403,21578602,196488893,766,64750
169762,169762,36,14419,3850626,332949018,262,28039
169761,169761,94,14484,28705120,317696036,1624,151467
169760,169760,60,6408,10601624,166694166,483,51454
169759,169759,36,5646,15873843,83193786,277,41112
169758,169758,94,11005,30536654,215314285,783,83375
169757,169757,93,8788,16081236,103807579,679,61502
169756,169756,42,13886,10162266,203785172,516,53458
169755,169755,58,14286,20839372,215172838,820,84954
169754,169754,91,7659,13763842,119997154,787,57515
169753,169753,39,3589,6246754,24055010,366,25714
169752,169752,206,4428,9758694,40921651,423,35695
169751,169751,75,14669,16620221,224799813,718,56496
169750,169750,81,14840,32402665,128211596,1361,111041
169749,169749,104,8338,17606670,75191719,890,61020
169748,169748,135,3813,8322005,195616215,340,27829
169747,169747,126,13922,21724495,349349922,1438,133172
169746,169746,81,14911,33537929,136294311,1327,112859
169745,169745,122,14947,20739503,178770797,908,90975
169744,169744,65,14942,18923949,232444487,810,70301
169743,169743,87,14927,30850430,347204036,1430,109944
169742,169742,99,14015,28000953,156767400,1474,107557
169741,169741,115,14881,26492261,184001826,1332,100403
169740,169740,56,3402,6798613,207873533,515,58374
169739,169739,109,14804,22679123,475209965,1064,115645
169738,169738,32,14909,11468488,209072796,599,43126
169737,169737,84,14695,25290896,305292326,1037,103475
169736,169736,66,7407,12682247,108749488,694,63110
169735,169735,50,14959,7659128,320720651,398,44816
169734,169734,74,8876,11601008,138061158,381,32059
169733,169733,81,14646,20948291,205747369,899,82898
169732,169732,56,11891,14808574,335363676,762,86618
169731,169731,28,14062,20906343,141492594,861,78670
169730,169730,34,14045,27262092,341086222,968,107500
169729,169729,95,14548,23250398,184777101,930,82015
169728,169728,15,13674,27807439,140034161,988,87993
169727,169727,43,12076,16687029,294258778,886,100182
169726,169726,31,12858,24267276,144319956,1027,86002
169725,169725,27,9750,13176377,108105695,555,48795
169724,169724,68,14258,27922517,196750579,1235,108775
169723,169723,40,12820,17056286,145250398,685,61822
169722,169722,33,13356,25849367,142139956,1123,119918
169721,169721,105,13960,21614635,141234147,1087,76302
169720,169720,46,14179,24650077,124767603,976,86303
